일자,시가,고가,저가,종가,전일비,,등락률,거래량,금액(백만),신용비,개인,기관,외인(수량),외국계,프로그램,외인비
2023/05/31,"72,400","72,500","71,000","71,400",▼,"-900","-1.24","25,666,087","1,840,726","0.06","-1,146,615","-712,038","1,838,383","1,060,579","-659,059","52.48"
2023/05/30,"71,300","72,300","71,200","72,300",▲,"2,000","+2.84","27,476,897","1,975,023","0.06","-4,975,542","-895,952","6,352,594","5,817,365","1,225,385","52.45"
2023/05/26,"69,800","70,400","69,500","70,300",▲,"1,500","+2.18","19,549,511","1,370,669","0.06","-6,461,813","-1,128,616","7,974,406","6,201,515","3,585,108","52.34"
2023/05/25,"69,900","70,000","68,700","68,800",▲,"300","+0.44","14,231,160","984,569","0.06","-332,296","-725,012","393,324","442,049","412,407","52.21"
2023/05/24,"68,100","68,700","68,000","68,500",▲,"100","+0.15","8,192,896","560,469","0.06","-765,304","-620,835","1,263,355","1,047,235","1,358,324","52.20"
2023/05/23,"68,500","68,700","68,100","68,400",▼,"-100","-0.15","8,561,643","585,923","0.06","-486,550","1,082,890","-761,330","-406,664","-881,811","52.18"
2023/05/22,"68,400","69,000","68,000","68,500",▲,"100","+0.15","14,470,308","992,679","0.06","-2,420,026","2,428,859","-249,677","396,993","-1,152,218","52.19"
2023/05/19,"67,800","68,400","67,500","68,400",▲,"2,200","+3.32","20,349,345","1,384,558","0.06","-10,239,808","2,843,195","6,736,617","6,439,145","4,576,812","52.19"
2023/05/18,"66,000","66,200","65,700","66,200",▲,"1,200","+1.85","14,431,704","952,251","0.06","-4,323,545","-973,556","5,556,183","3,605,550","2,972,704","52.08"
2023/05/17,"65,900","65,900","64,800","65,000",▼,"-400","-0.61","10,745,504","701,149","0.06","483,105","-33,694","-1,999","-294,664","-888,135","51.99"
2023/05/16,"65,800","65,900","65,300","65,400",▲,"900","+1.40","12,334,657","808,482","0.06","-2,271,295","56,097","2,699,592","2,398,605","2,840,260","51.99"
2023/05/15,"64,100","64,600","63,900","64,500",▲,"400","+0.62","8,172,021","525,279","0.06","-468,764","191,469","287,750","114,723","-25,107","51.94"
2023/05/12,"63,700","64,600","63,600","64,100",▼,"-100","-0.16","8,693,913","557,964","0.06","94,356","-298,141","382,129","-542,798","678,387","51.94"
2023/05/11,"64,700","65,100","64,200","64,200",▼,"-400","-0.62","11,648,905","752,009","0.06","598,081","198,660","-696,595","-1,017,360","-1,809,284","51.93"
2023/05/10,"65,500","65,500","64,300","64,600",▼,"-700","-1.07","13,057,727","845,221","0.06","1,395,137","-857,650","-826,908","-566,536","-2,545,988","51.94"
2023/05/09,"65,800","65,800","65,100","65,300",▼,"-600","-0.91","9,366,861","612,498","0.06","210,673","209,493","-496,343","-1,338,606","-667,320","51.96"
2023/05/08,"66,300","66,300","65,400","65,900",▲,"800","+1.23","9,405,365","619,987","0.06","-2,659,491","1,559,418","884,898","989,544","240,970","51.97"
2023/05/04,"65,600","65,700","64,700","65,100",▼,"-300","-0.46","9,791,064","637,047","0.06","120,711","-1,477,647","1,009,513","1,374,904","389,009","51.95"
2023/05/03,"65,100","65,600","64,900","65,400",▼,"-300","-0.46","8,876,749","578,615","0.06","33,808","-1,055,097","2,507,120","726,370","1,125,857","51.93"
2023/05/02,"66,000","66,300","65,100","65,700",▲,"200","+0.31","14,396,948","947,092","0.07","-1,617,595","525,392","1,105,553","906,647","-896,020","51.89"
2023/04/28,"65,200","65,900","65,000","65,500",▲,"900","+1.39","19,699,481","1,288,159","0.07","-2,655,168","-1,207,549","4,103,292","4,523,946","2,384,557","51.87"
2023/04/27,"64,100","65,000","63,300","64,600",▲,"500","+0.78","14,779,601","947,849","0.06","-1,395,720","-2,461,875","4,439,863","3,262,621","1,385,784","51.80"
2023/04/26,"63,600","64,300","63,300","64,100",▲,"500","+0.79","12,664,541","808,720","0.06","-344,893","-976,399","2,817,438","1,397,711","1,292,990","51.73"
2023/04/25,"65,300","65,400","63,400","63,600",▼,"-1,600","-2.45","16,193,271","1,039,508","0.06","1,262,402","-542,786","-728,669","-469,248","-227,909","51.68"
2023/04/24,"65,300","65,700","64,800","65,200",▼,"-500","-0.76","12,986,581","846,721","0.06","-1,630,852","341,263","2,764,024","1,799,192","363,743","51.70"
2023/04/21,"65,800","65,900","65,400","65,700",▲,"400","+0.61","10,538,622","691,721","0.06","-2,003,922","-669,886","2,639,586","2,976,299","-1,404,487","51.65"
2023/04/20,"65,100","65,300","64,600","65,300",▼,"-200","-0.31","9,501,169","618,181","0.06","-828,517","-403,885","1,341,250","828,822","711,125","51.61"
2023/04/19,"65,500","65,800","65,300","65,500",▼,"-100","-0.15","10,255,985","672,185","0.06","-971,232","-69,196","-782,196","953,689","204,228","51.58"
2023/04/18,"65,900","66,000","64,800","65,600",▲,"300","+0.46","14,802,060","966,927","0.06","-657,954","-3,073,137","4,293,178","3,699,884","2,070,735","51.60"
2023/04/17,"65,000","65,600","64,700","65,300",▲,"200","+0.31","13,486,618","877,708","0.06","-1,659,936","-1,775,624","3,450,280","2,371,859","1,876,713","51.52"
2023/04/14,"66,600","66,600","65,000","65,100",▼,"-1,000","-1.51","16,176,490","1,062,800","0.06","1,021,366","595,476","-1,635,939","-1,789,131","-1,106,373","51.47"
2023/04/13,"65,600","66,100","65,400","66,100",▲,"100","+0.15","15,091,022","993,654","0.06","-1,114,819","1,097,667","33,581","-543,453","199,499","51.49"
2023/04/12,"65,800","66,200","65,300","66,000",▲,"100","+0.15","15,021,313","987,121","0.06","-1,956,503","-1,535,917","4,188,299","2,301,983","1,172,840","51.49"
2023/04/11,"66,200","66,200","65,400","65,900",▲,"200","+0.30","16,323,183","1,074,396","0.07","-2,302,597","1,240,069","850,879","1,945,875","-480,936","51.42"
2023/04/10,"64,800","66,300","64,700","65,700",▲,"700","+1.08","18,777,166","1,233,223","0.08","-4,398,039","-75,437","4,047,995","3,812,552","3,150,543","51.41"
2023/04/07,"63,800","65,200","63,800","65,000",▲,"2,700","+4.33","27,476,120","1,778,209","0.07","-15,186,575","1,749,750","14,433,549","9,700,549","11,678,793","51.34"
2023/04/06,"63,500","63,600","62,300","62,300",▼,"-1,600","-2.50","14,992,747","940,919","0.07","2,055,160","-1,835,759","376,013","-596,626","91,877","51.10"
2023/04/05,"63,700","64,000","63,400","63,900",▲,"300","+0.47","9,176,149","584,823","0.08","-2,226,083","-171,248","2,531,660","2,124,071","2,287,253","51.09"
2023/04/04,"63,400","63,800","62,800","63,600",▲,"500","+0.79","11,120,514","706,089","0.07","-2,096,760","297,976","2,113,702","1,808,037","312,194","51.05"
2023/04/03,"64,000","64,000","63,000","63,100",▼,"-900","-1.41","11,973,133","757,289","0.08","575,196","-1,550,689","3,060,506","-86,895","275,544","51.01"
2023/03/31,"64,000","64,000","63,700","64,000",▲,"800","+1.27","14,094,479","900,712","0.08","-5,315,825","413,497","5,997,646","3,848,295","2,109,800","50.96"
2023/03/30,"63,700","63,700","63,100","63,200",▲,"500","+0.80","15,684,377","993,903","0.08","-2,938,766","-416,494","-387,110","2,089,295","913,664","50.86"
2023/03/29,"62,500","62,700","62,200","62,700",▼,"-200","-0.32","11,216,008","700,456","0.08","-492,173","1,116,677","-3,442,906","-348,513","904,290","50.87"
2023/03/28,"62,400","62,900","62,100","62,900",▲,"800","+1.29","11,614,118","726,295","0.08","-1,709,847","1,780,041","242,092","230,005","680,628","50.93"
2023/03/27,"62,600","62,800","62,000","62,100",▼,"-900","-1.43","11,039,331","687,170","0.08","-397,518","405,924","-247,940","343,830","-836,704","50.92"
2023/03/24,"62,700","63,300","62,300","63,000",▲,"700","+1.12","18,278,602","1,147,805","0.09","-5,456,497","-1,846,848","6,531,238","7,259,291","4,033,229","50.93"
2023/03/23,"60,600","62,300","60,600","62,300",▲,"1,200","+1.96","15,381,057","946,394","0.09","-4,808,757","891,469","3,561,643","3,202,784","2,366,262","50.82"
2023/03/22,"61,000","61,200","60,500","61,100",▲,"800","+1.33","8,978,591","546,787","0.09","-2,431,771","769,342","1,542,121","1,172,850","672,848","50.76"
2023/03/21,"60,500","60,700","60,100","60,300",▲,"100","+0.17","8,318,514","501,918","0.08","-59,601","458,186","509,224","-64,315","-308,745","50.73"
2023/03/20,"61,100","61,200","60,200","60,200",▼,"-1,100","-1.79","9,618,009","582,446","0.09","1,269,694","195,908","-1,886,823","-1,015,825","-1,611,446","50.72"
2023/03/17,"60,800","61,300","60,600","61,300",▲,"1,400","+2.34","14,090,110","860,201","0.09","-3,328,916","127,839","2,674,250","3,340,054","1,600,101","50.76"
2023/03/16,"59,200","60,200","59,100","59,900",▲,"100","+0.17","10,611,939","633,332","0.10","-16,071","-380,720","1,359,271","553,234","104,349","50.71"
2023/03/15,"60,000","60,300","59,600","59,800",▲,"800","+1.36","10,482,149","628,406","0.10","-1,639,734","702,433","1,120,265","747,726","350,216","50.69"
2023/03/14,"59,400","59,500","59,000","59,000",▼,"-1,000","-1.67","12,147,346","719,193","0.10","1,686,863","55,494","-1,366,805","-1,304,138","-1,837,018","50.67"
2023/03/13,"59,900","60,200","59,300","60,000",▲,"500","+0.84","12,779,724","765,245","0.10","-1,201,717","996,395","1,211,984","1,269,104","642,445","50.69"
2023/03/10,"59,500","59,700","59,100","59,500",▼,"-600","-1.00","11,902,471","706,236","0.10","2,125,822","-1,637,253","-299,992","-594,712","-1,548,237","50.67"
2023/03/09,"60,500","60,800","59,900","60,100",▼,"-200","-0.33","14,334,499","862,952","0.08","1,281,759","2,306,833","-3,687,042","-4,241,030","-1,856,294","50.68"
2023/03/08,"60,100","60,500","59,900","60,300",▼,"-400","-0.66","14,161,857","851,969","0.08","1,725,716","-3,298,016","1,819,996","173,423","-529,340","50.74"
2023/03/07,"61,400","61,400","60,700","60,700",▼,"-800","-1.30","11,473,280","698,906","0.08","1,252,802","-656,990","-844,216","-301,442","-694,093","50.71"
2023/03/06,"61,100","61,600","60,800","61,500",▲,"1,000","+1.65","13,630,602","835,008","0.08","-3,482,906","2,266,416","1,310,988","949,502","1,277,008","50.72"
2023/03/03,"61,000","61,200","60,500","60,500",▼,"-300","-0.49","10,711,405","649,938","0.08","1,200,902","-233,193","-1,747,430","-760,062","-3,276,986","50.70"
2023/03/02,"60,900","61,800","60,500","60,800",▲,"200","+0.33","13,095,682","798,787","0.08","-763,199","-1,617,684","3,135,924","2,179,495","1,381,797","50.73"
2023/02/28,"60,800","61,400","60,500","60,600",▲,"100","+0.17","13,715,861","834,903","0.08","-678,384","1,088,959","-905,897","-1,013,879","135,068","50.68"
2023/02/27,"60,800","60,800","60,200","60,500",▼,"-800","-1.31","11,155,697","674,293","0.08","2,734,507","-1,887,391","-463,088","-1,138,941","746,616","50.69"
2023/02/24,"62,300","62,600","61,300","61,300",▼,"-700","-1.13","10,308,143","638,634","0.08","1,031,209","-1,005,323","-248,757","-704,843","-1,192,904","50.70"
2023/02/23,"61,700","62,500","61,500","62,000",▲,"900","+1.47","13,047,099","809,465","0.08","-1,935,219","1,259,108","630,540","1,418,829","-303,057","50.70"
2023/02/22,"61,500","61,800","61,000","61,100",▼,"-1,000","-1.61","11,959,088","732,239","0.08","2,592,646","-2,442,875","722,952","118,639","-70,978","50.69"
2023/02/21,"62,700","62,800","62,000","62,100",▼,"-600","-0.96","7,665,046","476,712","0.08","1,540,869","-1,473,117","-253,252","-249,759","43,273","50.68"
2023/02/20,"62,900","63,000","61,800","62,700",▲,"100","+0.16","12,908,073","806,199","0.08","217,461","546,521","-360,911","-1,033,682","-2,030,935","50.69"
2023/02/17,"62,900","63,300","62,400","62,600",▼,"-1,100","-1.73","10,791,265","677,810","0.08","1,246,670","-2,073,724","862,786","1,012,144","108,348","50.69"
2023/02/16,"62,500","63,700","62,400","63,700",▲,"1,500","+2.41","13,798,831","873,760","0.08","-4,280,131","2,733,282","1,801,573","1,384,046","1,568,454","50.68"
2023/02/15,"63,900","63,900","62,000","62,200",▼,"-1,000","-1.58","13,208,103","826,031","0.08","2,055,116","-2,453,541","366,610","126,308","223,652","50.65"
2023/02/14,"63,600","63,900","63,200","63,200",▲,"300","+0.48","9,126,664","579,858","0.08","-1,715,531","1,348,181","354,191","726,599","-8,746","50.64"
2023/02/13,"62,900","63,000","62,300","62,900",▲,"100","+0.16","10,730,362","672,253","0.08","-211,496","-1,828,690","2,578,079","2,209,022","-394,198","50.63"
2023/02/10,"62,600","63,000","62,400","62,800",▼,"-200","-0.32","9,382,576","587,898","0.08","416,077","-2,217,379","2,458,633","1,478,090","246,281","50.59"
2023/02/09,"63,000","63,300","62,300","63,000",▼,"-100","-0.16","12,164,865","764,921","0.08","-185,521","-1,289,172","1,786,618","1,486,108","887,260","50.55"
2023/02/08,"62,800","63,300","62,400","63,100",▲,"1,200","+1.94","12,243,125","770,473","0.08","-2,205,527","-683,561","3,172,063","3,014,372","781,435","50.52"
2023/02/07,"61,900","62,500","61,600","61,900",▲,"300","+0.49","14,491,039","898,617","0.08","499,023","-1,028,256","904,036","1,230,396","-132,521","50.47"
2023/02/06,"62,800","63,000","61,600","61,600",▼,"-2,200","-3.45","15,529,356","967,890","0.08","3,968,601","-1,768,399","-2,155,219","-2,321,190","-2,274,628","50.45"
2023/02/03,"63,900","64,000","63,000","63,800",▲,"300","+0.47","15,194,598","967,336","0.09","-1,732,710","-2,021,442","3,009,780","3,823,993","3,382,430","50.49"
2023/02/02,"63,200","63,900","62,600","63,500",▲,"1,700","+2.75","23,285,983","1,474,629","0.09","-4,780,382","-1,232,547","5,217,328","5,119,805","2,315,269","50.44"
2023/02/01,"62,600","62,700","61,000","61,800",▲,"800","+1.31","18,570,133","1,145,782","0.08","369,617","-512,004","306,170","650,677","911,979","50.35"
2023/01/31,"63,500","63,700","61,000","61,000",▼,"-2,300","-3.63","29,746,731","1,835,769","0.08","5,198,171","1,535,227","-6,806,707","-6,482,224","-2,784,287","50.35"
2023/01/30,"64,900","64,900","63,100","63,300",▼,"-1,300","-2.01","20,995,234","1,337,026","0.08","81,811","-677,494","1,564,048","1,740,481","1,184,659","50.46"
2023/01/27,"64,400","65,000","63,900","64,600",▲,"700","+1.10","18,760,182","1,212,765","0.08","-6,131,507","440,271","5,709,758","6,034,886","1,775,555","50.43"
2023/01/26,"63,800","63,900","63,300","63,900",▲,"500","+0.79","13,278,277","846,409","0.09","-3,441,185","-56,761","3,474,033","3,332,083","2,663,007","50.34"
2023/01/25,"63,500","63,700","63,000","63,400",▲,"1,600","+2.59","16,822,710","1,066,201","0.09","-7,609,753","164,892","6,569,212","6,060,813","3,336,405","50.28"
2023/01/20,"62,100","62,300","61,100","61,800",▲,"300","+0.49","9,646,327","595,373","0.10","-1,647,820","127,097","1,225,750","706,062","759,602","50.17"
2023/01/19,"60,500","61,500","60,400","61,500",▲,"1,100","+1.82","12,808,490","781,938","0.10","-3,306,867","-1,422,690","3,273,083","4,612,873","3,046,155","50.15"
2023/01/18,"60,700","61,000","59,900","60,400",▼,"-600","-0.98","11,584,041","698,510","0.10","676,096","-894,047","1,203,023","131,421","-861,522","50.09"
2023/01/17,"61,200","61,500","60,600","61,000",▼,"-100","-0.16","9,831,456","599,709","0.10","-501,323","-605,869","924,839","986,018","1,062,508","50.07"
2023/01/16,"61,300","61,600","60,800","61,100",▲,"300","+0.49","10,039,972","615,316","0.10","-2,191,273","1,102,518","1,051,109","1,345,481","255,767","50.06"
2023/01/13,"60,500","61,200","60,400","60,800",▲,"300","+0.50","12,510,328","761,170","0.10","-2,053,815","434,082","1,373,196","1,811,310","689,564","50.04"
2023/01/12,"61,100","61,200","59,900","60,500", ,"0","0","16,102,561","972,247","0.10","-102,651","-1,546,824","1,471,466","2,468,803","-513,889","50.02"
2023/01/11,"61,000","61,200","60,300","60,500",▲,"100","+0.17","12,310,751","747,215","0.10","-736,992","684,500","964,159","678,872","420,498","49.99"
2023/01/10,"60,200","61,100","59,900","60,400",▼,"-300","-0.49","14,859,797","898,812","0.10","-1,567,197","941,265","200,853","126,521","691,809","49.98"
2023/01/09,"59,700","60,700","59,600","60,700",▲,"1,700","+2.88","18,640,107","1,124,607","0.11","-5,668,129","2,607,845","3,620,500","2,045,399","1,520,221","49.97"
2023/01/06,"58,300","59,400","57,900","59,000",▲,"800","+1.37","17,334,989","1,018,769","0.12","-2,748,381","409,379","2,575,298","2,547,782","383,969","49.91"
2023/01/05,"58,200","58,800","57,600","58,200",▲,"400","+0.69","15,682,826","911,974","0.12","-1,307,161","-2,218,331","3,086,008","3,265,697","879,693","49.87"
2023/01/04,"55,700","58,000","55,600","57,800",▲,"2,400","+4.33","20,188,071","1,151,474","0.12","-3,014,290","-158,714","3,639,927","3,069,411","1,596,476","49.82"
2023/01/03,"55,400","56,000","54,500","55,400",▼,"-100","-0.18","13,547,030","747,899","0.12","1,259,769","-1,573,764","5,495,503","91,251","438,436","49.76"
2023/01/02,"55,500","56,100","55,200","55,500",▲,"200","+0.36","10,031,448","558,433","0.12","1,062,403","-478,123","-434,617","-1,232,686","609,955","49.67"
2022/12/29,"56,000","56,200","55,300","55,300",▼,"-1,300","-2.30","11,295,935","628,654","0.12","3,368,914","-1,877,101","-1,336,713","-1,645,562","-174,520","49.67"
2022/12/28,"57,600","57,600","56,400","56,600",▼,"-1,500","-2.58","14,665,410","832,919","0.12","5,152,760","-2,344,111","-3,412,429","-2,611,971","-1,118,104","49.69"
2022/12/27,"58,000","58,400","57,900","58,100",▲,"200","+0.35","10,667,027","620,410","0.12","-2,726,295","4,605,420","-1,577,383","-1,131,480","-247,525","49.75"
2022/12/26,"58,000","58,100","57,700","57,900",▼,"-200","-0.34","6,756,411","391,223","0.12","-1,249,408","2,512,328","-734,044","-919,107","-299,761","49.78"
2022/12/23,"58,200","58,400","57,700","58,100",▼,"-1,000","-1.69","9,829,407","570,402","0.12","68,957","406,082","-5,741,736","-846,841","-119,897","49.79"
2022/12/22,"58,100","59,100","58,100","59,100",▲,"1,100","+1.90","10,720,630","628,699","0.12","-1,503,341","2,537,919","-1,074,228","-134,900","1,123,301","49.89"
2022/12/21,"58,700","59,100","58,000","58,000",▼,"-600","-1.02","10,356,971","603,986","0.12","1,483,820","240,493","-2,551,459","-1,529,557","-729,675","49.90"
2022/12/20,"59,000","59,100","58,500","58,600",▼,"-900","-1.51","9,284,761","545,533","0.12","1,322,670","205,141","-1,678,341","-1,509,799","-1,030,813","49.95"
