일자,시가,고가,저가,종가,전일비,,등락률,거래량,금액(백만),신용비,개인,기관,외인(수량),외국계,프로그램,외인비
2022/07/07,"56,400","58,700","56,300","58,200",▲,"1,800","+3.19","21,322,833","1,234,678","0.17","-4,286,093","1,646,128","2,312,305","1,338,518","1,915,482","49.59"
2022/07/06,"57,300","57,300","56,400","56,400",▼,"-800","-1.40","16,820,461","955,957","0.17","2,297,845","-2,157,157","-645,287","8,027","1,876,800","49.55"
2022/07/05,"57,600","58,200","57,200","57,200",▲,"100","+0.18","14,216,539","818,080","0.17","1,082,824","660,414","-1,299,255","-1,335,331","-1,060,803","49.56"
2022/07/04,"56,100","57,400","55,700","57,100",▲,"900","+1.60","17,807,126","1,012,587","0.17","-1,831,977","2,735,439","-535,532","-119,710","-149,859","49.58"
2022/07/01,"56,900","57,500","55,900","56,200",▼,"-800","-1.40","24,982,097","1,412,473","0.17","3,813,964","11,066","-3,509,653","-4,178,484","-1,873,951","49.59"
2022/06/30,"57,200","57,600","57,000","57,000",▼,"-1,000","-1.72","18,915,142","1,082,799","0.17","4,000,911","-989,488","-2,895,827","-2,289,581","-3,716,428","49.65"
2022/06/29,"58,500","58,800","58,000","58,000",▼,"-1,400","-2.36","14,677,138","855,770","0.17","3,372,892","-2,474,524","-44,469","-724,010","-1,316,116","49.70"
2022/06/28,"59,200","59,500","58,700","59,400",▲,"600","+1.02","13,540,538","800,041","0.18","899,603","-1,057,605","605,760","346,736","303,237","49.70"
2022/06/27,"59,000","59,900","58,300","58,800",▲,"400","+0.68","18,122,236","1,071,187","0.18","859,616","-2,245,041","918,517","1,451,362","-791,629","49.69"
2022/06/24,"57,900","59,100","57,700","58,400",▲,"1,000","+1.74","23,256,103","1,359,293","0.18","-866,114","2,769,922","-2,614,180","-921,657","34,817","49.67"
2022/06/23,"57,700","58,000","56,800","57,400",▼,"-200","-0.35","28,338,608","1,627,019","0.19","-785,554","4,836,938","-4,476,583","-4,071,295","-1,032,323","49.72"
2022/06/22,"59,000","59,100","57,600","57,600",▼,"-900","-1.54","23,334,687","1,360,076","0.19","1,480,399","-598,567","-1,282,730","-985,419","1,288,611","49.79"
2022/06/21,"58,700","59,200","58,200","58,500",▼,"-200","-0.34","25,148,109","1,474,998","0.19","1,663,413","1,928,480","-3,934,672","-3,823,638","-2,933,177","49.82"
2022/06/20,"59,800","59,900","58,100","58,700",▼,"-1,100","-1.84","34,111,306","1,997,077","0.18","2,139,454","2,236,709","-5,080,285","-3,726,556","-1,938,947","49.88"
2022/06/17,"59,400","59,900","59,400","59,800",▼,"-1,100","-1.81","29,053,450","1,732,450","0.19","6,494,723","612,667","-7,680,651","-8,760,466","-6,376,541","49.97"
2022/06/16,"61,300","61,800","60,500","60,900",▲,"200","+0.33","23,394,895","1,431,052","0.19","685,287","-223,863","-1,063,999","-501,527","-354,515","50.09"
2022/06/15,"61,300","61,500","60,200","60,700",▼,"-1,200","-1.94","26,811,224","1,630,191","0.19","3,730,369","526,298","-4,393,495","-4,270,452","-4,320,210","50.11"
2022/06/14,"61,200","62,200","61,100","61,900",▼,"-200","-0.32","24,606,419","1,519,195","0.20","588,203","390,583","-1,080,934","-1,006,339","409,694","50.19"
2022/06/13,"62,400","62,800","62,100","62,100",▼,"-1,700","-2.66","22,157,816","1,380,637","0.18","3,222,323","-511,162","-3,025,992","-2,839,956","-2,032,430","50.20"
2022/06/10,"64,000","64,400","63,800","63,800",▼,"-1,400","-2.15","22,193,552","1,419,245","0.18","10,428,214","-1,133,682","-8,155,746","-4,959,822","-4,759,367","50.26"
2022/06/09,"65,100","65,200","64,500","65,200",▼,"-100","-0.15","25,790,725","1,673,764","0.18","5,858,885","448,925","-6,294,192","-6,092,458","-3,528,938","50.39"
2022/06/08,"65,400","65,700","65,300","65,300",▼,"-200","-0.31","12,483,180","817,379","0.18","3,436,553","-394,294","-2,610,292","-3,258,609","-1,790,810","50.50"
2022/06/07,"66,200","66,400","65,400","65,500",▼,"-1,300","-1.95","19,355,755","1,273,445","0.18","7,873,193","-3,831,242","-3,171,583","-3,787,094","-5,261,497","50.54"
2022/06/03,"67,200","67,300","66,800","66,800",▲,"100","+0.15","8,222,883","550,655","0.16","-354,907","855,933","-320,297","-393,311","-1,575,455","50.59"
2022/06/02,"66,600","67,000","66,400","66,700",▼,"-700","-1.04","14,959,443","996,681","0.16","3,617,723","-3,211,366","-1,124,456","-47,209","906,332","50.60"
2022/05/31,"67,500","67,500","66,700","67,400",▼,"-300","-0.44","24,365,002","1,637,774","0.18","2,009,351","-3,504,193","1,607","1,411,855","1,206,927","50.62"
2022/05/30,"67,500","67,800","66,900","67,700",▲,"1,200","+1.80","14,255,484","960,593","0.18","-2,790,604","1,227,540","802,016","1,657,748","1,778,740","50.62"
2022/05/27,"66,700","66,900","66,200","66,500",▲,"600","+0.91","11,405,555","759,035","0.17","-738,811","2,272,499","-1,340,204","-1,525,974","-929,350","50.60"
2022/05/26,"66,300","67,200","65,500","65,900",▼,"-500","-0.75","15,970,890","1,057,299","0.17","3,158,014","-1,975,909","-1,460,225","-495,680","-94,683","50.63"
2022/05/25,"66,700","67,100","65,900","66,400",▼,"-100","-0.15","15,150,490","1,007,805","0.16","1,367,749","883,770","-2,372,791","-2,141,756","-945,129","50.65"
2022/05/24,"67,500","67,700","66,500","66,500",▼,"-1,400","-2.06","15,482,576","1,035,493","0.16","3,997,412","-1,564,764","-2,641,626","-1,750,100","-499,894","50.69"
2022/05/23,"68,800","68,800","67,600","67,900",▼,"-100","-0.15","13,684,088","931,341","0.17","344,533","-2,489","-650,390","-468,942","-463,211","50.74"
2022/05/20,"67,800","68,400","67,700","68,000",▲,"500","+0.74","12,109,671","824,049","0.18","-1,007,692","2,468,619","-1,334,968","-1,243,543","-1,729,217","50.75"
2022/05/19,"66,500","67,600","66,500","67,500",▼,"-600","-0.88","17,073,727","1,147,744","0.18","1,398,156","-1,402,888","-8,591","-907,742","13,684","50.77"
2022/05/18,"68,300","68,700","67,600","68,100",▲,"500","+0.74","16,486,319","1,122,585","0.18","-537,095","-1,138,543","1,468,817","1,664,275","363,822","50.77"
2022/05/17,"66,600","67,900","66,600","67,600",▲,"1,300","+1.96","15,680,447","1,058,323","0.18","-3,439,268","3,262,345","-39,814","1,917","271,248","50.74"
2022/05/16,"67,100","67,400","66,100","66,300",▼,"-200","-0.30","11,937,555","796,061","0.18","304,771","-285,577","523,420","100,669","-664,600","50.75"
2022/05/13,"65,300","66,700","65,200","66,500",▲,"1,600","+2.47","14,551,536","962,476","0.18","-2,470,541","3,692,002","-999,656","-588,595","-1,158,574","50.74"
2022/05/12,"65,200","65,500","64,900","64,900",▼,"-800","-1.22","16,414,188","1,069,685","0.18","2,804,774","-1,126,520","-1,701,087","-2,152,450","-1,853,573","50.75"
2022/05/11,"65,500","66,300","65,200","65,700", ,"0","0","12,330,920","812,298","0.18","1,149,197","-972,900","-152,711","-270,331","-253,064","50.78"
2022/05/10,"65,900","66,300","65,300","65,700",▼,"-400","-0.61","17,235,605","1,132,068","0.18","1,932,988","107,882","-1,606,937","-1,208,186","-1,320,248","50.78"
2022/05/09,"66,300","66,900","66,100","66,100",▼,"-400","-0.60","11,858,736","787,563","0.18","1,303,916","-333,851","-358,536","347,002","-1,376,900","50.81"
2022/05/06,"67,000","67,100","66,500","66,500",▼,"-1,400","-2.06","14,356,156","957,335","0.18","5,081,286","-1,022,344","-4,229,780","-3,878,760","-3,796,216","50.82"
2022/05/04,"68,000","68,400","67,500","67,900",▲,"400","+0.59","11,505,248","781,073","0.18","549,222","-262,439","-207,829","-21,409","-503,132","50.89"
2022/05/03,"67,400","68,400","67,300","67,500",▲,"200","+0.30","14,168,875","962,643","0.18","-383,821","-149,467","462,651","548,666","30,164","50.89"
2022/05/02,"66,600","67,600","66,500","67,300",▼,"-100","-0.15","14,106,184","946,016","0.19","1,170,327","-377,930","-791,919","-743,153","-846,258","50.88"
2022/04/29,"65,100","67,600","65,000","67,400",▲,"2,600","+4.01","26,190,390","1,747,030","0.18","-4,267,626","3,071,613","1,377,508","1,049,731","2,299,940","50.90"
2022/04/28,"65,400","65,500","64,500","64,800",▼,"-200","-0.31","16,895,527","1,094,278","0.18","4,050,337","-430,481","-3,599,174","-3,632,692","-3,260,943","50.87"
2022/04/27,"65,400","65,500","64,900","65,000",▼,"-1,100","-1.66","18,122,084","1,179,919","0.17","6,266,748","-1,216,735","-4,446,499","-5,379,600","-2,684,472","50.93"
2022/04/26,"66,400","66,700","66,100","66,100",▼,"-200","-0.30","12,946,923","858,461","0.17","3,529,697","842,180","-4,156,816","-4,739,879","-2,161,958","51.01"
2022/04/25,"66,500","66,700","66,300","66,300",▼,"-700","-1.04","11,016,474","731,676","0.17","4,419,019","-1,531,424","-2,941,618","-2,790,431","-2,037,239","51.08"
2022/04/22,"67,200","67,300","66,700","67,000",▼,"-700","-1.03","11,791,478","789,392","0.18","3,128,990","-2,734,495","-528,882","-624,444","-347,112","51.13"
2022/04/21,"67,600","68,300","67,500","67,700",▲,"300","+0.45","12,847,448","872,983","0.17","-1,173,792","1,997,294","-6,754","-752,466","436,582","51.14"
2022/04/20,"67,000","67,400","66,500","67,400",▲,"100","+0.15","16,693,293","1,116,161","0.17","3,166,949","-1,281,505","-2,097,403","-1,921,106","856,257","51.14"
2022/04/19,"67,100","68,000","67,000","67,300",▲,"600","+0.90","12,959,434","876,088","0.17","174,933","1,483,612","-1,082,110","-838,242","-94,864","51.17"
2022/04/18,"66,500","67,100","66,100","66,700",▲,"100","+0.15","10,119,203","675,310","0.17","1,342,068","-95,066","-1,396,426","-1,162,188","-346,355","51.19"
2022/04/15,"67,200","67,300","66,500","66,600",▼,"-900","-1.33","13,176,415","878,858","0.17","6,535,624","-3,624,702","-2,481,876","-3,218,968","-2,017,561","51.21"
2022/04/14,"68,700","68,700","67,500","67,500",▼,"-1,200","-1.75","16,409,494","1,112,668","0.17","4,588,327","-1,980,461","-2,564,413","-2,997,346","-1,410,092","51.25"
2022/04/13,"67,300","69,000","67,200","68,700",▲,"1,700","+2.54","17,378,619","1,183,210","0.17","-1,212,189","1,232,276","125,548","-138,833","-480,139","51.30"
2022/04/12,"67,600","67,700","67,000","67,000",▼,"-900","-1.33","13,924,389","936,612","0.17","4,002,245","-1,437,134","-2,912,238","-2,638,751","-2,330,144","51.30"
2022/04/11,"67,800","68,100","67,400","67,900",▲,"100","+0.15","12,263,735","831,095","0.17","1,653,071","-457,725","-1,509,532","-942,622","-889,074","51.34"
2022/04/08,"68,100","68,300","67,700","67,800",▼,"-200","-0.29","15,453,191","1,050,375","0.16","5,144,911","-254,914","-4,277,092","-3,683,786","-3,784,295","51.37"
2022/04/07,"68,500","68,500","68,000","68,000",▼,"-500","-0.73","20,683,327","1,409,873","0.16","8,202,680","-2,450,272","-4,882,230","-5,908,376","-3,878,210","51.44"
2022/04/06,"68,600","68,800","68,500","68,500",▼,"-700","-1.01","15,517,308","1,064,606","0.16","7,805,595","-2,653,141","-5,415,763","-4,086,718","-2,747,220","51.52"
2022/04/05,"69,400","69,600","69,100","69,200",▼,"-100","-0.14","8,467,248","586,498","0.16","1,477,518","-1,218,680","226,499","95,029","-237,687","51.61"
2022/04/04,"68,900","69,300","68,600","69,300",▲,"200","+0.29","11,107,905","766,930","0.15","1,832,784","-506,867","-1,131,403","-1,231,701","206,471","51.61"
2022/04/01,"69,500","69,500","69,000","69,100",▼,"-500","-0.72","15,916,846","1,100,422","0.15","6,516,158","-4,258,150","-2,857,233","-2,915,805","-1,490,033","51.63"
2022/03/31,"69,900","70,200","69,600","69,600",▼,"-300","-0.43","12,510,366","873,213","0.15","3,155,394","2,692","-4,795,242","-2,354,158","-2,237,483","51.68"
2022/03/30,"70,300","70,500","69,800","69,900",▼,"-300","-0.43","12,670,187","887,514","0.15","1,882,878","-165,695","-2,094,132","-977,644","-1,079,277","51.76"
2022/03/29,"70,000","70,300","69,800","70,200",▲,"500","+0.72","13,686,208","958,590","0.15","-248,958","950,245","-2,664,226","-380,610","787,108","51.79"
2022/03/28,"69,500","69,900","69,200","69,700",▼,"-100","-0.14","12,619,289","878,172","0.14","3,114,130","-74,841","-4,118,982","-2,805,947","-1,611,374","51.84"
2022/03/25,"70,100","70,200","69,600","69,800", ,"0","0","12,986,010","906,006","0.14","4,965,615","-963,774","-3,942,324","-3,502,496","-1,713,454","51.91"
2022/03/24,"69,600","70,300","69,600","69,800",▼,"-700","-0.99","37,943,357","2,628,886","0.14","6,683,193","-20,670,071","13,796,878","-4,204,492","-3,845,950","51.97"
2022/03/23,"70,600","71,200","70,300","70,500",▲,"200","+0.28","12,398,025","875,833","0.14","159,298","375,838","-541,336","379,615","452,554","51.74"
2022/03/22,"69,900","70,500","69,900","70,300",▲,"400","+0.57","9,402,666","660,386","0.13","-78,706","95,872","82,660","-255,662","97,491","51.75"
2022/03/21,"70,900","71,000","69,900","69,900",▼,"-800","-1.13","11,169,002","784,175","0.13","4,475,352","-1,963,950","-2,428,261","-2,122,925","-1,791,498","51.75"
2022/03/18,"70,600","70,900","70,200","70,700",▼,"-500","-0.70","14,410,038","1,017,183","0.13","2,163,269","-1,035,441","147,165","126,883","-646,905","51.79"
2022/03/17,"71,200","71,800","70,900","71,200",▲,"800","+1.14","17,646,315","1,258,698","0.14","-1,060,896","1,349,681","100,505","1,442,350","1,966,639","51.79"
2022/03/16,"70,200","70,500","69,700","70,400",▲,"900","+1.29","10,175,750","713,365","0.13","125,992","1,152,180","-1,103,242","-764,118","448,705","51.79"
2022/03/15,"69,800","70,100","69,500","69,500",▼,"-700","-1.00","10,258,562","715,550","0.13","2,948,567","-710,699","-1,928,704","-1,398,090","-2,188,867","51.80"
2022/03/14,"70,000","70,200","69,600","70,200",▲,"200","+0.29","9,040,993","632,752","0.13","599,188","-1,168,555","915,719","286,739","-1,071,923","51.84"
2022/03/11,"70,500","70,700","69,700","70,000",▼,"-1,200","-1.69","15,787,655","1,105,586","0.13","6,517,545","-2,932,276","-4,009,164","-2,975,833","-3,917,209","51.82"
2022/03/10,"70,800","71,200","70,500","71,200",▲,"1,700","+2.45","21,159,248","1,500,936","0.13","-5,512","2,607,367","-2,043,122","-2,352,801","-3,343,993","51.89"
2022/03/08,"68,800","70,000","68,700","69,500",▼,"-600","-0.86","15,828,269","1,100,279","0.13","4,483,003","-1,692,339","-2,787,618","-2,096,235","-3,135,478","51.92"
2022/03/07,"70,000","70,600","69,900","70,100",▼,"-1,400","-1.96","18,617,138","1,305,289","0.12","8,956,561","-5,494,412","-4,652,194","-4,327,492","-4,902,919","51.97"
2022/03/04,"72,700","72,700","71,200","71,500",▼,"-1,400","-1.92","13,409,634","960,572","0.13","5,977,573","-2,587,972","-3,283,952","-2,911,929","-2,038,438","52.05"
2022/03/03,"72,300","73,100","72,200","72,900",▲,"1,200","+1.67","13,232,638","962,676","0.12","-2,022,180","1,346,735","309,721","1,483,654","1,196,074","52.10"
2022/03/02,"72,300","72,400","71,500","71,700",▼,"-400","-0.55","12,481,430","897,369","0.12","1,834,627","-1,083,559","-807,319","-774,286","68,686","52.10"
2022/02/28,"71,100","72,100","71,000","72,100",▲,"200","+0.28","17,781,783","1,272,251","0.12","3,402,348","-1,426,438","-2,427,741","1,102,803","-18,623","52.11"
2022/02/25,"72,100","72,600","71,900","71,900",▲,"400","+0.56","13,168,484","950,762","0.11","1,283,026","475,205","-2,085,756","-967,962","-3,056,624","52.15"
2022/02/24,"72,300","72,300","71,300","71,500",▼,"-1,500","-2.05","15,759,283","1,130,166","0.11","4,813,706","-2,608,608","-2,384,687","-1,950,993","-1,182,106","52.19"
2022/02/23,"73,800","73,800","72,800","73,000",▼,"-400","-0.54","10,397,964","759,965","0.11","1,837,727","-767,191","-82,556","-1,387,954","-945,074","52.23"
2022/02/22,"73,000","73,400","72,800","73,400",▼,"-800","-1.08","11,692,469","854,469","0.11","1,595,039","-2,153,799","197,679","336,012","685,300","52.23"
2022/02/21,"73,200","74,300","72,600","74,200",▼,"-100","-0.13","10,489,717","769,774","0.11","1,118,650","-1,257,579","-102,263","-240,429","370,398","52.22"
2022/02/18,"74,600","74,800","73,700","74,300",▼,"-700","-0.93","10,122,226","751,583","0.11","955,325","-144,739","-848,948","-893,098","307,479","52.23"
2022/02/17,"75,000","75,600","74,500","75,000",▲,"200","+0.27","13,605,382","1,021,980","0.11","-3,000,788","1,057,634","2,004,636","1,640,540","1,328,791","52.24"
2022/02/16,"74,600","74,900","74,200","74,800",▲,"1,100","+1.49","10,767,386","802,449","0.12","-490,946","426,711","504,460","473,831","-184,415","52.21"
2022/02/15,"74,100","74,200","73,100","73,700", ,"0","0","9,320,365","686,707","0.11","-425,543","435,092","-225,500","-183,926","511,941","52.20"
2022/02/14,"74,400","74,500","73,100","73,700",▼,"-1,200","-1.60","13,993,255","1,030,684","0.11","945,310","814,643","-1,060,480","-1,568,057","-1,714,927","52.20"
2022/02/11,"75,000","75,500","74,600","74,900",▼,"-500","-0.66","12,205,407","915,455","0.12","-253,647","-1,488,456","1,809,269","2,389,380","936,201","52.22"
2022/02/10,"75,600","75,800","74,700","75,400",▲,"700","+0.94","17,746,033","1,337,517","0.12","-2,192,531","-756,605","2,643,810","3,710,092","2,898,639","52.19"
2022/02/09,"74,300","74,700","74,000","74,700",▲,"1,200","+1.63","9,699,122","722,221","0.13","-2,338,741","937,347","1,797,382","1,140,564","559,539","52.14"
2022/02/08,"73,800","74,200","73,000","73,500",▲,"500","+0.68","11,736,666","863,666","0.12","-1,015,498","89,689","1,070,790","655,277","535,558","52.11"
2022/02/07,"73,500","73,600","72,400","73,000",▼,"-1,000","-1.35","14,240,838","1,037,300","0.12","3,470,271","-3,891,728","422,116","-199,382","-590,405","52.10"
2022/02/04,"74,300","74,600","73,400","74,000",▲,"700","+0.95","12,730,034","941,413","0.12","-395,173","-416,870","37,393","-59,308","291,000","52.09"
2022/02/03,"74,900","74,900","73,300","73,300", ,"0","0","17,744,721","1,314,506","0.13","1,467,853","189,546","-1,581,351","-1,489,217","-1,008,822","52.09"
2022/01/28,"71,300","73,700","71,200","73,300",▲,"2,000","+2.81","21,367,447","1,552,586","0.12","510,665","923,680","-1,684,393","-1,635,167","1,602,255","52.12"
2022/01/27,"73,800","74,000","71,300","71,300",▼,"-2,000","-2.73","22,274,777","1,603,685","0.12","5,178,120","-3,635,745","-1,205,985","-1,867,037","-2,184,909","52.14"
2022/01/26,"73,900","74,400","73,100","73,300",▼,"-700","-0.95","12,976,730","955,547","0.13","712,506","-73,303","-654,848","-608,023","-1,460,794","52.16"
2022/01/25,"74,800","75,000","73,200","74,000",▼,"-1,100","-1.46","17,766,704","1,313,118","0.13","1,652,157","-165,315","-1,348,072","-1,063,621","737,726","52.17"
2022/01/24,"75,400","75,800","74,700","75,100",▼,"-500","-0.66","13,691,134","1,028,859","0.13","-1,734,790","3,039,274","-1,200,093","-717,309","-37,870","52.20"
2022/01/21,"75,800","75,800","74,700","75,600",▼,"-900","-1.18","15,774,888","1,186,293","0.13","2,861,596","-2,035,944","-548,208","-939,184","-715,598","52.22"
2022/01/20,"76,200","76,700","75,900","76,500",▲,"200","+0.26","9,708,168","741,154","0.13","196,382","385,779","-597,684","-421,432","-1,449,673","52.23"
2022/01/19,"76,500","76,900","76,100","76,300",▼,"-700","-0.91","10,598,290","810,151","0.13","422,971","-345,717","369,367","94,519","7,937","52.24"
2022/01/18,"77,600","77,800","76,600","77,000",▼,"-500","-0.65","9,592,788","740,279","0.13","648,221","-500,558","63,939","154,234","-489,843","52.23"
2022/01/17,"77,600","77,800","76,900","77,500",▲,"200","+0.26","8,785,122","678,903","0.13","-84,468","-704,788","407,434","475,552","58,400","52.23"
2022/01/14,"77,700","78,100","77,100","77,300",▼,"-600","-0.77","10,096,725","781,575","0.12","1,403,810","-2,453,829","1,477,014","82,514","-390,977","52.22"
2022/01/13,"79,300","79,300","77,900","77,900",▼,"-1,000","-1.27","13,889,401","1,088,598","0.12","1,619,948","-1,623,477","159,822","450,629","-358,510","52.20"
2022/01/12,"79,500","79,600","78,600","78,900", ,"0","0","11,000,502","868,911","0.13","-831,082","1,289,717","-440,868","528,060","-979,504","52.19"
2022/01/11,"78,400","79,000","78,000","78,900",▲,"900","+1.15","13,221,123","1,038,835","0.13","-3,080,580","-460,896","3,223,572","4,128,988","2,526,129","52.20"
2022/01/10,"78,100","78,100","77,100","78,000",▼,"-300","-0.38","9,947,422","772,740","0.13","-227,875","-1,215,962","2,071,243","1,427,122","-219,135","52.15"
2022/01/07,"78,100","78,400","77,400","78,300",▲,"1,400","+1.82","15,163,757","1,184,237","0.14","-2,194,573","-2,115,197","4,808,329","4,856,289","1,093,866","52.11"
2022/01/06,"76,700","77,600","76,600","76,900",▼,"-500","-0.65","12,931,954","996,378","0.13","-41,729","-2,229,379","2,357,249","1,861,359","2,113,981","52.03"
2022/01/05,"78,800","79,000","76,400","77,400",▼,"-1,300","-1.65","25,470,640","1,967,842","0.13","8,414,591","-7,727,282","847,225","-1,787,173","-2,323,063","51.99"
2022/01/04,"78,800","79,200","78,300","78,700",▲,"100","+0.13","12,427,416","977,991","0.13","1,170,907","-2,623,794","498,145","934,108","-98,644","51.98"
2022/01/03,"79,400","79,800","78,200","78,600",▲,"300","+0.38","13,502,112","1,066,007","0.13","2,349,662","-4,178,268","3,072,096","1,468,937","1,163,779","51.97"
2021/12/30,"78,900","79,500","78,100","78,300",▼,"-500","-0.63","14,236,700","1,120,743","0.12","2,375,320","-2,993,532","815,444","441,200","1,442,150","51.92"
2021/12/29,"80,200","80,200","78,500","78,800",▼,"-1,500","-1.87","19,794,795","1,569,040","0.12","5,735,168","-6,079,717","1,208,325","245,711","494,563","51.91"
2021/12/28,"80,200","80,400","79,700","80,300",▲,"100","+0.12","18,226,325","1,458,199","0.12","-7,393,679","6,679,975","506,120","824,914","793,904","51.89"
2021/12/27,"80,600","80,600","79,800","80,200",▼,"-300","-0.37","10,783,368","864,327","0.12","-2,337,066","1,625,558","-982,843","634,824","115,497","51.88"
2021/12/24,"80,200","80,800","80,200","80,500",▲,"600","+0.75","12,086,380","973,662","0.13","-4,242,285","3,769,684","-137,957","713,999","-242,969","51.89"
2021/12/23,"79,800","80,000","79,300","79,900",▲,"500","+0.63","13,577,498","1,083,056","0.13","-3,611,678","2,061,259","389,079","1,750,994","1,623,689","51.90"
2021/12/22,"78,900","79,400","78,800","79,400",▲,"1,300","+1.66","17,105,892","1,354,311","0.13","-4,454,171","92,383","4,714,453","4,593,599","1,815,983","51.89"
2021/12/21,"77,900","78,300","77,500","78,100",▲,"1,000","+1.30","14,245,298","1,110,659","0.13","-4,617,479","2,958,820","-713,675","1,172,138","1,601,841","51.81"
2021/12/20,"77,600","77,800","76,800","77,100",▼,"-900","-1.15","11,264,375","869,972","0.13","1,584,055","-1,554,347","15,853","803,606","-96,135","51.82"
2021/12/17,"76,800","78,000","76,800","78,000",▲,"200","+0.26","13,108,479","1,016,846","0.13","-733,050","-907,746","2,234,217","43,129","757,837","51.82"
2021/12/16,"78,500","78,500","77,400","77,800",▲,"200","+0.26","11,996,128","934,244","0.13","-442,445","-261,746","-105,777","571,543","822,030","51.78"
2021/12/15,"76,400","77,600","76,300","77,600",▲,"600","+0.78","9,584,939","738,592","0.14","-1,118,059","-654,764","1,095,947","1,946,258","1,706,254","51.79"
2021/12/14,"76,500","77,200","76,200","77,000",▲,"200","+0.26","10,976,660","841,447","0.14","198,293","-1,487,295","1,005,909","804,186","-132,070","51.77"
2021/12/13,"77,200","78,300","76,500","76,800",▼,"-100","-0.13","15,038,750","1,163,285","0.13","-181,359","184,966","-151,301","-1,388,477","-606,534","51.75"
2021/12/10,"77,400","77,600","76,800","76,900",▼,"-1,300","-1.66","9,155,219","705,966","0.13","1,797,829","-1,071,153","-728,679","-505,955","-1,714,088","51.75"
2021/12/09,"77,400","78,200","77,000","78,200",▲,"800","+1.03","21,604,528","1,681,184","0.14","-1,671,678","-491,078","2,768,853","2,796,574","3,486,578","51.77"
2021/12/08,"78,300","78,600","77,100","77,400", ,"0","0","21,558,340","1,662,979","0.14","-2,524,520","2,586,682","703,379","-941,476","48,232","51.72"
2021/12/07,"76,100","77,700","75,600","77,400",▲,"1,100","+1.44","19,232,453","1,477,888","0.14","-2,997,907","-547,244","4,216,958","3,518,986","123,462","51.71"
2021/12/06,"75,100","76,700","74,900","76,300",▲,"700","+0.93","16,391,250","1,245,309","0.14","-3,062,604","576,498","2,508,191","2,146,417","2,070,776","51.64"
2021/12/03,"75,600","76,000","74,100","75,600",▼,"-200","-0.26","18,330,240","1,375,861","0.15","133,267","-157,689","-630,400","467,310","-532,651","51.60"
2021/12/02,"73,900","75,800","73,800","75,800",▲,"1,400","+1.88","23,652,940","1,778,785","0.15","-6,603,764","-164,462","6,327,924","5,789,997","5,214,948","51.61"
2021/12/01,"72,000","74,800","71,600","74,400",▲,"3,100","+4.35","21,954,856","1,610,885","0.15","-6,250,521","415,580","5,498,391","5,601,567","3,706,678","51.50"
2021/11/30,"73,200","73,900","70,500","71,300",▼,"-1,000","-1.38","30,364,841","2,183,678","0.15","1,834,720","-2,841,806","1,600,552","370,200","939,616","51.41"
2021/11/29,"71,700","73,000","71,400","72,300", ,"0","0","16,682,559","1,206,606","0.15","-2,395,401","3,021,851","-494,165","-566,353","-525,529","51.38"
2021/11/26,"73,500","74,100","72,000","72,300",▼,"-1,400","-1.90","13,002,242","944,378","0.15","1,825,155","-1,070,320","-1,157,622","-560,900","-1,313,864","51.39"
2021/11/25,"75,100","75,100","73,600","73,700",▼,"-1,100","-1.47","12,559,258","929,571","0.15","694,786","-179,371","-353,300","-143,417","-704,752","51.41"
2021/11/24,"76,000","76,200","74,100","74,800",▼,"-500","-0.66","15,652,305","1,174,196","0.15","701,745","-2,258,726","1,484,318","1,421,283","-596,182","51.41"
2021/11/23,"76,000","76,000","74,500","75,300",▲,"400","+0.53","22,029,195","1,656,722","0.16","-2,177,512","-2,811,514","4,884,832","5,578,065","1,247,451","51.39"
2021/11/22,"73,300","75,200","73,000","74,900",▲,"3,700","+5.20","27,506,623","2,047,228","0.16","-8,689,803","3,034,399","5,716,921","4,760,374","3,500,256","51.31"
2021/11/19,"70,400","71,400","70,100","71,200",▲,"1,000","+1.42","11,954,728","844,716","0.16","-742,078","432,827","130,670","109,951","-1,214,007","51.21"
2021/11/18,"70,700","71,000","70,200","70,200",▼,"-500","-0.71","10,144,957","715,156","0.16","1,314,434","-576,566","-965,237","-733,257","-914,220","51.21"
2021/11/17,"71,300","71,600","70,600","70,700",▼,"-600","-0.84","11,027,606","782,835","0.16","1,234,537","-2,816,912","1,262,853","1,242,147","603,930","51.23"
2021/11/16,"71,500","72,000","71,300","71,300",▼,"-100","-0.14","10,919,239","782,119","0.16","-753,052","-202,007","1,034,389","1,281,633","530,969","51.20"
2021/11/15,"71,700","71,900","70,900","71,400",▲,"800","+1.13","12,420,710","888,881","0.17","-3,174,454","2,301,384","374,307","1,470,296","177,145","51.19"
2021/11/12,"70,200","70,900","69,900","70,600",▲,"700","+1.00","10,087,450","711,488","0.17","-2,411,322","2,046,949","793,228","-175,324","140,113","51.18"
2021/11/11,"69,900","70,000","69,600","69,900",▼,"-300","-0.43","11,489,122","802,183","0.17","2,266,214","-116,698","-2,191,660","-1,732,039","-1,075,756","51.17"
2021/11/10,"70,300","70,900","70,200","70,200",▼,"-300","-0.43","9,422,009","663,953","0.17","-722,793","-724,133","1,183,001","1,116,410","131,357","51.20"
2021/11/09,"70,300","71,000","70,100","70,500",▼,"-100","-0.14","11,159,589","785,532","0.17","-454,505","1,193,368","-687,939","-865,122","-852,055","51.18"
